runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds,workload,actual_input_tokens,actual_output_tokens,byte_length_estimate,reservation_uc,actual_cost_uc,token_limit,token_overshoot,retries_total,tokencap_view,error_repr
tokencap,trial_10,anthropic,compile_time_reservation_refused,4,2000,4527,226.3%,2527,0,0,11.325,lang001,1437,618,,,4527,2000,55,0,"StatusResponse(timestamp='2026-05-19T07:52:42.400017+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='2e7e14db-8d43-4215-929e-9fc5e3730754'), limit=2000, used=2055, remaining=-55, pct_used=1.0275)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_11,anthropic,compile_time_reservation_refused,4,2000,4825,241.2%,2825,0,0,9.834,lang001,1445,676,,,4825,2000,121,0,"StatusResponse(timestamp='2026-05-19T07:52:53.733844+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='0691ff0b-79ba-485a-8650-f021c692824e'), limit=2000, used=2121, remaining=-121, pct_used=1.0605)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_12,anthropic,compile_time_reservation_refused,4,2000,4010,200.5%,2010,0,0,11.696,lang001,1285,545,,,4010,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:53:06.929754+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='7ba77d9e-30cf-439a-9621-36cb3d3ff429'), limit=2000, used=1830, remaining=170, pct_used=0.915)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_13,anthropic,compile_time_reservation_refused,4,2000,3965,198.2%,1965,0,0,9.632,lang001,1285,536,,,3965,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:53:18.061412+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='aa68e679-121d-4457-9e26-06161bab4467'), limit=2000, used=1821, remaining=179, pct_used=0.9105)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_14,anthropic,compile_time_reservation_refused,4,2000,4066,203.3%,2066,0,0,12.933,lang001,1291,555,,,4066,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:53:32.494604+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='c6a429f1-4757-4dc4-a445-45b22bfa03aa'), limit=2000, used=1846, remaining=154, pct_used=0.923)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_15,anthropic,compile_time_reservation_refused,4,2000,4981,249.0%,2981,0,0,11.974,lang001,1471,702,,,4981,2000,173,0,"StatusResponse(timestamp='2026-05-19T07:53:45.968930+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='caac8dad-3007-4019-b37f-2badf3190404'), limit=2000, used=2173, remaining=-173, pct_used=1.0865)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_16,anthropic,compile_time_reservation_refused,4,2000,4772,238.6%,2772,0,0,24.713,lang001,1437,667,,,4772,2000,104,0,"StatusResponse(timestamp='2026-05-19T07:54:12.181737+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='23c3e1da-a89a-490f-b46e-4a9d0d9a20a0'), limit=2000, used=2104, remaining=-104, pct_used=1.052)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_17,anthropic,compile_time_reservation_refused,4,2000,4139,207.0%,2139,0,0,10.92,lang001,1269,574,,,4139,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:54:24.602186+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='e75a6def-5d7b-4f94-b641-d4ec468728c2'), limit=2000, used=1843, remaining=157, pct_used=0.9215)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_18,anthropic,compile_time_reservation_refused,4,2000,4876,243.8%,2876,0,0,10.556,lang001,1471,681,,,4876,2000,152,0,"StatusResponse(timestamp='2026-05-19T07:54:36.657871+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='0621b85e-8692-4abe-bec3-ec3278ccb1a9'), limit=2000, used=2152, remaining=-152, pct_used=1.076)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_19,anthropic,compile_time_reservation_refused,4,2000,4853,242.6%,2853,0,0,10.061,lang001,1443,682,,,4853,2000,125,0,"StatusResponse(timestamp='2026-05-19T07:54:48.219546+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='7502ff12-438c-4469-bb50-993d1a6142b8'), limit=2000, used=2125, remaining=-125, pct_used=1.0625)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_20,anthropic,compile_time_reservation_refused,4,2000,4309,215.5%,2309,0,0,8.908,lang001,1309,600,,,4309,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:54:58.627321+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='e6c9be55-6142-4e6d-bf0c-774edf2b5abb'), limit=2000, used=1909, remaining=91, pct_used=0.9545)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_21,anthropic,compile_time_reservation_refused,4,2000,4772,238.6%,2772,0,0,10.715,lang001,1437,667,,,4772,2000,104,0,"StatusResponse(timestamp='2026-05-19T07:55:10.842563+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='eb264483-dcd1-4ca7-9baf-3dc2b246511f'), limit=2000, used=2104, remaining=-104, pct_used=1.052)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_22,anthropic,compile_time_reservation_refused,4,2000,4166,208.3%,2166,0,0,8.63,lang001,1291,575,,,4166,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:55:20.972883+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='38cfdf4c-98b1-4884-987c-a7dc3fecbea2'), limit=2000, used=1866, remaining=134, pct_used=0.933)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_23,anthropic,compile_time_reservation_refused,4,2000,4289,214.4%,2289,0,0,9.276,lang001,1309,596,,,4289,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:55:31.749038+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='bddf6df7-15d7-4b26-b13f-8411ef38e822'), limit=2000, used=1905, remaining=95, pct_used=0.9525)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_24,anthropic,compile_time_reservation_refused,4,2000,4977,248.9%,2977,0,0,13.237,lang001,1477,700,,,4977,2000,177,0,"StatusResponse(timestamp='2026-05-19T07:55:46.485974+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='7b662f32-bf9b-40d6-8e4c-6ad7b470f6b7'), limit=2000, used=2177, remaining=-177, pct_used=1.0885)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_25,anthropic,compile_time_reservation_refused,4,2000,4808,240.4%,2808,0,0,10.744,lang001,1433,675,,,4808,2000,108,0,"StatusResponse(timestamp='2026-05-19T07:55:58.729972+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='2dfb83fc-ea60-4d8d-b35c-59b2a9027c2f'), limit=2000, used=2108, remaining=-108, pct_used=1.054)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_26,anthropic,compile_time_reservation_refused,4,2000,4618,230.9%,2618,0,0,16.146,lang001,1413,641,,,4618,2000,54,0,"StatusResponse(timestamp='2026-05-19T07:56:16.375946+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='7a0c317e-1e42-4b24-9c43-0646691ca088'), limit=2000, used=2054, remaining=-54, pct_used=1.027)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_27,anthropic,compile_time_reservation_refused,4,2000,4778,238.9%,2778,0,0,10.067,lang001,1438,668,,,4778,2000,106,0,"StatusResponse(timestamp='2026-05-19T07:56:27.943500+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='9ad01a5c-6bd7-45ee-957a-c19c196b40ee'), limit=2000, used=2106, remaining=-106, pct_used=1.053)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_28,anthropic,compile_time_reservation_refused,4,2000,4815,240.8%,2815,0,0,10.383,lang001,1445,674,,,4815,2000,119,0,"StatusResponse(timestamp='2026-05-19T07:56:39.827114+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='db38b0fa-971f-4d9e-87db-bc78c918810b'), limit=2000, used=2119, remaining=-119, pct_used=1.0595)}, active_policy='default', next_threshold=None)",budget_block_exception
tokencap,trial_29,anthropic,compile_time_reservation_refused,4,2000,4015,200.7%,2015,0,0,10.512,lang001,1285,546,,,4015,2000,0,0,"StatusResponse(timestamp='2026-05-19T07:56:51.839472+00:00', dimensions={'session': BudgetState(key=BudgetKey(dimension='session', identifier='f24837a1-79d0-4782-9cc9-034d26168781'), limit=2000, used=1831, remaining=169, pct_used=0.9155)}, active_policy='default', next_threshold=None)",budget_block_exception
