runtime,run_id,provider,outcome,agent_steps,admitted_calls,refused_calls,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,overshoot_ratio,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
gateway_baseline,trial_13,anthropic,gateway_post_hoc_refused,3,3,1,2000,2990,149.5%,990,1.495,11.175,lang001,765,445,gateway refused: cumulative=2990uc >= cap=2000uc
gateway_baseline,trial_14,anthropic,gateway_post_hoc_refused,3,3,1,2000,2990,149.5%,990,1.495,7.067,lang001,765,445,gateway refused: cumulative=2990uc >= cap=2000uc
gateway_baseline,trial_15,anthropic,gateway_post_hoc_refused,3,3,1,2000,3120,156.0%,1120,1.56,6.558,lang001,780,468,gateway refused: cumulative=3120uc >= cap=2000uc
gateway_baseline,trial_16,anthropic,gateway_post_hoc_refused,3,3,1,2000,2638,131.9%,638,1.319,11.511,lang001,713,385,gateway refused: cumulative=2638uc >= cap=2000uc
gateway_baseline,trial_17,anthropic,gateway_post_hoc_refused,3,3,1,2000,2603,130.2%,603,1.302,12.719,lang001,713,378,gateway refused: cumulative=2603uc >= cap=2000uc
gateway_baseline,trial_18,anthropic,gateway_post_hoc_refused,3,3,1,2000,3190,159.5%,1190,1.595,8.269,lang001,780,482,gateway refused: cumulative=3190uc >= cap=2000uc
gateway_baseline,trial_19,anthropic,gateway_post_hoc_refused,3,3,1,2000,3225,161.2%,1225,1.613,22.597,lang001,770,491,gateway refused: cumulative=3225uc >= cap=2000uc
gateway_baseline,trial_20,anthropic,gateway_post_hoc_refused,3,3,1,2000,3128,156.4%,1128,1.564,11.911,lang001,773,471,gateway refused: cumulative=3128uc >= cap=2000uc
gateway_baseline,trial_21,anthropic,gateway_post_hoc_refused,3,3,1,2000,3030,151.5%,1030,1.515,8.466,lang001,770,452,gateway refused: cumulative=3030uc >= cap=2000uc
gateway_baseline,trial_22,anthropic,gateway_post_hoc_refused,3,3,1,2000,3131,156.5%,1131,1.565,6.865,lang001,766,473,gateway refused: cumulative=3131uc >= cap=2000uc
gateway_baseline,trial_23,anthropic,gateway_post_hoc_refused,3,3,1,2000,3300,165.0%,1300,1.65,8.107,lang001,780,504,gateway refused: cumulative=3300uc >= cap=2000uc
gateway_baseline,trial_24,anthropic,gateway_post_hoc_refused,3,3,1,2000,2603,130.2%,603,1.302,7.494,lang001,713,378,gateway refused: cumulative=2603uc >= cap=2000uc
gateway_baseline,trial_25,anthropic,gateway_post_hoc_refused,3,3,1,2000,2638,131.9%,638,1.319,12.724,lang001,713,385,gateway refused: cumulative=2638uc >= cap=2000uc
gateway_baseline,trial_26,anthropic,gateway_post_hoc_refused,3,3,1,2000,3195,159.8%,1195,1.597,7.326,lang001,780,483,gateway refused: cumulative=3195uc >= cap=2000uc
gateway_baseline,trial_27,anthropic,gateway_post_hoc_refused,3,3,1,2000,3300,165.0%,1300,1.65,8.061,lang001,780,504,gateway refused: cumulative=3300uc >= cap=2000uc
gateway_baseline,trial_28,anthropic,gateway_post_hoc_refused,3,3,1,2000,3175,158.8%,1175,1.587,8.723,lang001,800,475,gateway refused: cumulative=3175uc >= cap=2000uc
gateway_baseline,trial_29,anthropic,gateway_post_hoc_refused,3,3,1,2000,2576,128.8%,576,1.288,6.16,lang001,701,375,gateway refused: cumulative=2576uc >= cap=2000uc
