runtime,run_id,provider,outcome,agent_steps,admitted_calls,refused_calls,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,overshoot_ratio,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
gateway_baseline,trial_16,anthropic,gateway_post_hoc_refused,2,2,1,1000,1835,183.5%,835,1.835,6.265,lang001,315,304,gateway refused: cumulative=1835uc >= cap=1000uc
gateway_baseline,trial_17,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,4.468,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_18,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,4.575,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_19,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,4.99,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_20,anthropic,gateway_post_hoc_refused,2,2,1,1000,1455,145.5%,455,1.455,5.801,lang001,315,228,gateway refused: cumulative=1455uc >= cap=1000uc
gateway_baseline,trial_21,anthropic,gateway_post_hoc_refused,2,2,1,1000,1835,183.5%,835,1.835,4.381,lang001,315,304,gateway refused: cumulative=1835uc >= cap=1000uc
gateway_baseline,trial_22,anthropic,gateway_post_hoc_refused,2,2,1,1000,1525,152.5%,525,1.525,4.874,lang001,315,242,gateway refused: cumulative=1525uc >= cap=1000uc
gateway_baseline,trial_23,anthropic,gateway_post_hoc_refused,2,2,1,1000,1835,183.5%,835,1.835,4.283,lang001,315,304,gateway refused: cumulative=1835uc >= cap=1000uc
gateway_baseline,trial_24,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,4.301,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_25,anthropic,gateway_post_hoc_refused,2,2,1,1000,1445,144.5%,445,1.445,3.754,lang001,315,226,gateway refused: cumulative=1445uc >= cap=1000uc
gateway_baseline,trial_26,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,4.021,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_27,anthropic,gateway_post_hoc_refused,2,2,1,1000,1780,178.0%,780,1.78,4.836,lang001,315,293,gateway refused: cumulative=1780uc >= cap=1000uc
gateway_baseline,trial_28,anthropic,gateway_post_hoc_refused,2,2,1,1000,1515,151.5%,515,1.515,3.873,lang001,315,240,gateway refused: cumulative=1515uc >= cap=1000uc
gateway_baseline,trial_29,anthropic,gateway_post_hoc_refused,2,2,1,1000,1775,177.5%,775,1.775,5.107,lang001,315,292,gateway refused: cumulative=1775uc >= cap=1000uc
